BinLocation,BuydownPrice,BuydownQuantity,CommissionAmount,CommissionMaximum,CommissionMode,CommissionPercentProfit,CommissionPercentSale,Description,FoodStampable,HQID,ItemNotDiscountable,LastReceived,LastUpdated,Notes,QuantityCommitted,SerialNumberCount,TareWeightPercent,ID,ItemLookupCode,DepartmentID,CategoryID,MessageID,Price,PriceA,PriceB,PriceC,SalePrice,SaleStartDate,SaleEndDate,QuantityDiscountID,TaxID,ItemType,Cost,Quantity,ReorderPoint,RestockLevel,TareWeight,SupplierID,TagAlongItem,TagAlongQuantity,ParentItem,ParentQuantity,BarcodeFormat,PriceLowerBound,PriceUpperBound,PictureName,LastSold,ExtendedDescription,SubDescription1,SubDescription2,SubDescription3,UnitOfMeasure,SubCategoryID,QuantityEntryNotAllowed,PriceMustBeEntered,BlockSalesReason,BlockSalesAfterDate,Weight,Taxable,DBTimeStamp,BlockSalesBeforeDate,LastCost,ReplacementCost,WebItem,BlockSalesType,BlockSalesScheduleID,SaleType,SaleScheduleID,Consignment,Inactive,LastCounted,DoNotOrder,MSRP,DateCreated,Content,UsuallyShip,NumberFormat,ItemCannotBeRet,ItemCannotBeSold,IsAutogenerated,IsGlobalvoucher,DeleteZeroBalanceEntry,TenderID
,0.00,0,0.00,0.00,1,0,0,AminoVital 20oz Orange,0,6479,0,NULL,2013-09-19 18:22:30.583,NULL,0,0,0,6479,071757600133,132,195,0,2.10,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,1.71,0,0,0,0,87,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134EF82,NULL,0.00,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2007-01-19 18:23:26.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,1,0,0,AminoVital 20oz Lemon,0,6480,0,NULL,2013-09-19 18:22:30.597,NULL,0,0,0,6480,071757600102,132,195,0,2.10,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,1.71,27,0,0,0,87,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134EF83,NULL,0.00,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2007-01-19 18:23:26.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,1,0,0,AminoVital 5PAK Lemon,0,8254,0,NULL,2013-09-19 18:22:30.950,NULL,0,0,0,8254,071757605114,132,195,0,11.99,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,7.20,0,0,0,0,87,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134EF9D,NULL,7.20,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2008-07-16 18:51:20.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,1,0,0,AminoVital 5pak FruitP,0,8255,0,NULL,2013-09-19 18:22:30.963,NULL,0,0,0,8255,071757605145,132,195,0,11.99,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,7.20,0,0,0,0,87,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134EF9E,NULL,7.20,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2008-07-16 18:52:06.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,0,0,0,Vitamin E 600 IU DRY 250tabs,0,6978,0,NULL,2013-09-19 18:22:32.007,,0,0,0,6978,033984034228,3,130,0,44.99,0.00,0.00,0.00,0.00,1899-12-31 00:00:00.000,1899-12-31 00:00:00.000,0,0,0,36.00,0,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134EFE0,NULL,0.00,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2007-01-19 18:23:26.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,0,0,0,GTF Chromium 250tabs,0,6979,0,NULL,2013-09-19 18:22:32.017,,0,0,0,6979,033984013629,3,130,0,14.99,0.00,0.00,0.00,0.00,1899-12-31 00:00:00.000,1899-12-31 00:00:00.000,0,0,0,10.75,0,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,Trivalent
(Glucose Tolerance Factor),,,,,0,0,0,,NULL,0,1,0x000000000134EFE1,NULL,0.00,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2007-01-19 18:23:26.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,1,0,0,Broccoli Crucifer Extract 60vc,0,6984,0,NULL,2013-09-19 18:22:32.030,NULL,0,0,0,6984,033984003859,3,129,0,11.99,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,8.35,0,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134EFE2,NULL,0.00,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2007-01-19 18:23:26.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,1,0,0,Achiote Leaf 500mg 60vcap,0,8054,0,NULL,2013-09-19 18:22:32.077,NULL,0,0,0,8054,033984001121,3,195,0,16.99,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,0.00,0,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134EFE6,NULL,0.00,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2008-03-20 16:50:22.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,0,0,0,ACAI Organic 60ct,0,8960,0,NULL,2013-09-19 18:22:33.023,,0,0,0,8960,015794074731,3,130,0,16.99,0.00,0.00,0.00,0.00,1899-12-31 00:00:00.000,1899-12-31 00:00:00.000,0,0,0,11.84,0,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134F01B,NULL,11.84,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2009-12-22 15:52:16.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,0,0,0,Zephyrhills .5ltrs Waterbottle,0,7628,0,NULL,2013-09-19 18:22:34.217,,0,0,0,7628,073430005044,91,96,0,1.15,0.00,0.00,0.00,1.59,2011-02-17 00:00:00.000,2011-02-21 00:00:00.000,0,0,0,0.35,0,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134F074,NULL,0.00,0.00,0,0,0,1,0,0,0,NULL,0,0.00,2007-05-26 18:18:46.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,0,0,0,Zephyrhills 1ltr ContourWater,0,8602,0,NULL,2013-09-19 18:22:34.247,,0,0,0,8602,073430005037,91,96,0,1.49,0.00,0.00,0.00,2.75,2011-02-18 00:00:00.000,2011-02-21 00:00:00.000,0,0,0,0.35,0,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134F075,NULL,0.35,0.00,0,0,0,1,0,0,0,NULL,0,0.00,2009-04-17 19:01:27.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,0,0,0,Zephyrhills 1.5ltrs Water,0,8868,0,NULL,2013-09-19 18:22:34.260,,0,0,0,8868,073430005006,91,96,0,2.00,0.00,0.00,0.00,3.50,2011-02-18 00:00:00.000,2011-02-21 00:00:00.000,0,0,0,0.35,13,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134F076,NULL,0.35,0.00,0,0,0,1,0,0,0,NULL,0,0.00,2009-10-23 16:29:05.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,1,0,0,ThermoHydroxadrine Drink Kiwi ,0,6087,0,NULL,2013-09-19 18:22:35.060,NULL,0,0,0,6087,689570402690,119,195,0,2.70,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,1.63,0,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134F0AB,NULL,0.00,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2007-01-19 18:23:26.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,1,0,0,ThermoHydroxadrine Drink Lemon,0,6088,0,NULL,2013-09-19 18:22:35.073,NULL,0,0,0,6088,689570402706,119,195,0,2.70,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,1.63,271,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134F0AC,NULL,0.00,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2007-01-19 18:23:26.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,1,0,0,QuickLoss Kiwi,0,6090,0,NULL,2013-09-19 18:22:35.097,NULL,0,0,0,6090,689570402614,119,195,0,2.00,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,1.50,301,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134F0AD,NULL,0.00,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2007-01-19 18:23:26.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,1,0,0,QuickLoss Tropical,0,6091,0,NULL,2013-09-19 18:22:35.110,NULL,0,0,0,6091,689570402621,119,195,0,2.00,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,1.50,349,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134F0AE,NULL,1.50,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2007-01-19 18:23:26.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,1,0,0,QuickLoss PassFruit,0,6092,0,NULL,2013-09-19 18:22:35.120,NULL,0,0,0,6092,689570402638,119,195,0,2.00,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,1.50,174,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134F0AF,NULL,0.00,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2007-01-19 18:23:26.000,,,NULL,NULL,NULL,NULL,0,NULL,0
,0.00,0,0.00,0.00,1,0,0,Thermohydroxadrine 20oz Kiwi,0,6432,0,NULL,2013-09-19 18:22:35.133,NULL,0,0,0,6432,689570402812,119,195,0,1.95,0.00,0.00,0.00,0.00,NULL,NULL,0,0,0,0.00,390,0,0,0,101,0,0,0,0,0,0.00,0.00,,NULL,,,,,,0,0,0,,NULL,0,1,0x000000000134F0B0,NULL,0.00,0.00,0,0,0,0,0,0,0,NULL,0,0.00,2007-01-19 18:23:26.000,,,NULL,NULL,NULL,NULL,0,NULL,0
